## Generation 0 
{'collision': 0, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 0, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 10, 'dist_obj': -419.27267726087894, 'exit_reached': 0.0, 'robot_pos': [164.95875549316406, 465.9226989746094, -0.8147462010383606]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.000003814697266, 450.0, -1.8977878093719482]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 25, 'dist_obj': -350.16469605964517, 'exit_reached': 0.0, 'robot_pos': [17.568233489990234, 407.5843200683594, 0.7847663760185242]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 1.1853982210159302]}
{'collision': 72, 'dist_obj': -520.4247482133875, 'exit_reached': 0.0, 'robot_pos': [52.85747528076172, 580.375732421875, 3.013129234313965]}
{'collision': 261, 'dist_obj': -391.83144693669664, 'exit_reached': 0.0, 'robot_pos': [16.56911849975586, 449.41705322265625, -1.3744704723358154]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146018981933594]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 1000, 'dist_obj': -487.08296138496826, 'exit_reached': 0.0, 'robot_pos': [47.98512649536133, 546.9347534179688, 0.6540225148200989]}
{'collision': 25, 'dist_obj': -350.15335052466503, 'exit_reached': 0.0, 'robot_pos': [17.57361602783203, 407.57354736328125, 0.7853996753692627]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 89, 'dist_obj': -411.4571314684234, 'exit_reached': 0.0, 'robot_pos': [19.04092025756836, 469.41339111328125, 2.704185962677002]}
{'collision': 33, 'dist_obj': -413.98968561984526, 'exit_reached': 0.0, 'robot_pos': [17.230661392211914, 471.7745056152344, 2.670114040374756]}
{'collision': 53, 'dist_obj': -524.4188578311115, 'exit_reached': 0.0, 'robot_pos': [146.39102172851562, 577.2540283203125, 1.6263736486434937]}
{'collision': 47, 'dist_obj': -518.3889185035468, 'exit_reached': 0.0, 'robot_pos': [98.15914154052734, 576.9825439453125, 1.8510702848434448]}
{'collision': 1000, 'dist_obj': -384.7915506813135, 'exit_reached': 0.0, 'robot_pos': [47.990535736083984, 444.6040954589844, -2.799936056137085]}
