## Generation 0 
{'collision': 10, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 350, 'dist_obj': -270.8511549944865, 'exit_reached': 0.0, 'robot_pos': [191.681640625, 296.6860656738281, 2.762360095977783]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 19, 'dist_obj': -392.99798105257764, 'exit_reached': 0.0, 'robot_pos': [62.659366607666016, 452.9889831542969, 1.702133059501648]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 56, 'dist_obj': -536.1140139470955, 'exit_reached': 0.0, 'robot_pos': [190.07676696777344, 580.094482421875, 0.8069826364517212]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 51, 'dist_obj': -526.0252338996993, 'exit_reached': 0.0, 'robot_pos': [150.28387451171875, 578.2194213867188, 1.1889790296554565]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 25, 'dist_obj': -350.1568541890372, 'exit_reached': 0.0, 'robot_pos': [17.571950912475586, 407.5768737792969, 0.7852044701576233]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 1000, 'dist_obj': -475.53373750050446, 'exit_reached': 0.0, 'robot_pos': [175.59811401367188, 521.2693481445312, 1.6383931636810303]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 97, 'dist_obj': -488.4892993726935, 'exit_reached': 0.0, 'robot_pos': [279.29595947265625, 496.4986572265625, -0.5301204919815063]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 45, 'dist_obj': -258.00785810281934, 'exit_reached': 0.0, 'robot_pos': [61.772430419921875, 318.00177001953125, 1.5842556953430176]}
{'collision': 9, 'dist_obj': -389.99926757995274, 'exit_reached': 0.0, 'robot_pos': [60.00119400024414, 449.999267578125, -1.8980457782745361]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 9, 'dist_obj': -390.0014953626982, 'exit_reached': 0.0, 'robot_pos': [59.998966217041016, 450.0014953613281, -1.8980432748794556]}
{'collision': 62, 'dist_obj': -520.6340352233764, 'exit_reached': 0.0, 'robot_pos': [227.51539611816406, 552.9486694335938, 0.1787557154893875]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 9, 'dist_obj': -389.99990844727307, 'exit_reached': 0.0, 'robot_pos': [60.00007629394531, 449.9999084472656, -1.8978071212768555]}
{'collision': 128, 'dist_obj': -319.0262488450497, 'exit_reached': 0.0, 'robot_pos': [191.42242431640625, 350.698974609375, -2.698417901992798]}
{'collision': 1000, 'dist_obj': -384.56178959394487, 'exit_reached': 0.0, 'robot_pos': [68.5511703491211, 444.4667053222656, -1.1706687211990356]}
{'collision': 25, 'dist_obj': -350.19288378194966, 'exit_reached': 0.0, 'robot_pos': [17.55485725402832, 407.611083984375, 0.7831883430480957]}
{'collision': 25, 'dist_obj': -350.24211378344813, 'exit_reached': 0.0, 'robot_pos': [17.531579971313477, 407.6578369140625, 0.780436098575592]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 74, 'dist_obj': -405.66930974995745, 'exit_reached': 0.0, 'robot_pos': [91.29549407958984, 464.4603576660156, 1.5022988319396973]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 309, 'dist_obj': -436.37352785453373, 'exit_reached': 0.0, 'robot_pos': [99.77316284179688, 494.55718994140625, 0.7948408126831055]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 55, 'dist_obj': -532.7081425937731, 'exit_reached': 0.0, 'robot_pos': [187.2793426513672, 577.2793579101562, 1.1853982210159302]}
{'collision': 56, 'dist_obj': -535.7166208453086, 'exit_reached': 0.0, 'robot_pos': [190.54222106933594, 579.568115234375, 0.7782205939292908]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 1000, 'dist_obj': -455.085221223788, 'exit_reached': 0.0, 'robot_pos': [109.12540435791016, 512.4259643554688, -0.17769312858581543]}
{'collision': 1000, 'dist_obj': -395.18178952375155, 'exit_reached': 0.0, 'robot_pos': [62.97066879272461, 455.1706237792969, 0.1755352020263672]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 19, 'dist_obj': -374.64078960274713, 'exit_reached': 0.0, 'robot_pos': [71.95256805419922, 434.4500732421875, 0.10263878107070923]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 32, 'dist_obj': -355.2555007413949, 'exit_reached': 0.0, 'robot_pos': [18.157630920410156, 412.78277587890625, -2.4146926403045654]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 25, 'dist_obj': -350.15335052466503, 'exit_reached': 0.0, 'robot_pos': [17.57361602783203, 407.57354736328125, 0.7853996753692627]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 25, 'dist_obj': -405.0107285543838, 'exit_reached': 0.0, 'robot_pos': [78.73160552978516, 464.57733154296875, -0.5314171314239502]}
{'collision': 25, 'dist_obj': -350.1788053779072, 'exit_reached': 0.0, 'robot_pos': [17.561542510986328, 407.59771728515625, 0.7839766144752502]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 53, 'dist_obj': -527.1941445637594, 'exit_reached': 0.0, 'robot_pos': [152.97991943359375, 578.9300537109375, 1.4921447038650513]}
{'collision': 45, 'dist_obj': -353.3949334274215, 'exit_reached': 0.0, 'robot_pos': [157.20692443847656, 399.7628479003906, -0.3722735643386841]}
{'collision': 56, 'dist_obj': -536.1343234199754, 'exit_reached': 0.0, 'robot_pos': [190.10726928710938, 580.1077880859375, 0.7854048609733582]}
{'collision': 9, 'dist_obj': -390.00000000000017, 'exit_reached': 0.0, 'robot_pos': [60.0000114440918, 450.0, -1.8977895975112915]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 1000, 'dist_obj': -393.0596618876735, 'exit_reached': 0.0, 'robot_pos': [59.99580001831055, 453.0596618652344, -1.9243452548980713]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 72, 'dist_obj': -456.3378231935689, 'exit_reached': 0.0, 'robot_pos': [16.71505355834961, 514.2803344726562, 1.9549800157546997]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 25, 'dist_obj': -350.02041921498244, 'exit_reached': 0.0, 'robot_pos': [17.790163040161133, 407.46600341796875, 0.7981476187705994]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 39, 'dist_obj': -486.99476996085866, 'exit_reached': 0.0, 'robot_pos': [18.106786727905273, 545.1895141601562, 1.98539137840271]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.014601945877075]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 113, 'dist_obj': -405.23401395312646, 'exit_reached': 0.0, 'robot_pos': [292.1567687988281, 392.14129638671875, -1.2146575450897217]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 25, 'dist_obj': -349.90676046898164, 'exit_reached': 0.0, 'robot_pos': [17.977367401123047, 407.37420654296875, 0.8091491460800171]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 25, 'dist_obj': -350.1625898546701, 'exit_reached': 0.0, 'robot_pos': [17.588369369506836, 407.58465576171875, 0.785544216632843]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 53, 'dist_obj': -518.6793380586525, 'exit_reached': 0.0, 'robot_pos': [18.467729568481445, 577.0138549804688, -2.7343034744262695]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 24, 'dist_obj': -355.713970420291, 'exit_reached': 0.0, 'robot_pos': [78.70967864990234, 415.2215881347656, 0.10215777158737183]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 1000, 'dist_obj': -426.2134172882114, 'exit_reached': 0.0, 'robot_pos': [98.0650405883789, 484.5102233886719, -1.312990665435791]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 9, 'dist_obj': -390.00000000000006, 'exit_reached': 0.0, 'robot_pos': [59.99999237060547, 450.0, -1.897788643836975]}
{'collision': 56, 'dist_obj': -536.0517293926721, 'exit_reached': 0.0, 'robot_pos': [190.201416015625, 579.9990844726562, 0.7843930721282959]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 9, 'dist_obj': -389.99969482433517, 'exit_reached': 0.0, 'robot_pos': [60.000301361083984, 449.99969482421875, -2.8145315647125244]}
{'collision': 63, 'dist_obj': -430.94371183866446, 'exit_reached': 0.0, 'robot_pos': [52.730003356933594, 490.88238525390625, -3.0261070728302]}
{'collision': 31, 'dist_obj': -368.2818931542908, 'exit_reached': 0.0, 'robot_pos': [18.61414337158203, 425.9491271972656, -2.6364824771881104]}
{'collision': 25, 'dist_obj': -350.15357644007685, 'exit_reached': 0.0, 'robot_pos': [17.573501586914062, 407.5737609863281, 0.7853877544403076]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
## Generation 1 
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 55, 'dist_obj': -532.7081425937731, 'exit_reached': 0.0, 'robot_pos': [187.2793426513672, 577.2793579101562, 1.1853982210159302]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 1000, 'dist_obj': -455.085221223788, 'exit_reached': 0.0, 'robot_pos': [109.12540435791016, 512.4259643554688, -0.17769312858581543]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 57, 'dist_obj': -519.9394501064362, 'exit_reached': 0.0, 'robot_pos': [56.11383056640625, 579.9249267578125, -2.688628911972046]}
{'collision': 1000, 'dist_obj': -367.4484717105455, 'exit_reached': 0.0, 'robot_pos': [52.27300262451172, 427.3672180175781, 1.6982380151748657]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.014601945877075]}
{'collision': 52, 'dist_obj': -526.4927138211027, 'exit_reached': 0.0, 'robot_pos': [158.8011474609375, 577.13916015625, 1.3330471515655518]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 25, 'dist_obj': -405.0107285543838, 'exit_reached': 0.0, 'robot_pos': [78.73160552978516, 464.57733154296875, -0.5314171314239502]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 1000, 'dist_obj': -455.085221223788, 'exit_reached': 0.0, 'robot_pos': [109.12540435791016, 512.4259643554688, -0.17769312858581543]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 49, 'dist_obj': -448.8332127397054, 'exit_reached': 0.0, 'robot_pos': [16.915081024169922, 506.760498046875, 2.912262439727783]}
{'collision': 56, 'dist_obj': -536.1140139470955, 'exit_reached': 0.0, 'robot_pos': [190.07676696777344, 580.094482421875, 0.8069826364517212]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 56, 'dist_obj': -536.0734576840729, 'exit_reached': 0.0, 'robot_pos': [190.17727661132812, 580.0275268554688, 0.7846931219100952]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.014601945877075]}
