## Generation 0 
{'collision': 10, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 66, 'dist_obj': -501.5808802422802, 'exit_reached': 0.0, 'robot_pos': [253.35267639160156, 522.8154296875, 0.41864097118377686]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 40, 'dist_obj': -490.7909061157278, 'exit_reached': 0.0, 'robot_pos': [16.514694213867188, 548.8606567382812, 1.9852007627487183]}
{'collision': 27, 'dist_obj': -384.2718281450935, 'exit_reached': 0.0, 'robot_pos': [20.298221588134766, 442.21539306640625, -2.91064715385437]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 44, 'dist_obj': -517.989700046997, 'exit_reached': 0.0, 'robot_pos': [58.1309814453125, 577.986328125, 1.5853981971740723]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 9, 'dist_obj': -390.0000000000003, 'exit_reached': 0.0, 'robot_pos': [60.00001525878906, 450.0, -2.8145992755889893]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 96, 'dist_obj': -528.8087506568585, 'exit_reached': 0.0, 'robot_pos': [154.37786865234375, 580.3186645507812, 0.13390421867370605]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 57, 'dist_obj': -535.6944877335403, 'exit_reached': 0.0, 'robot_pos': [191.36973571777344, 579.336669921875, 0.44428905844688416]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 29, 'dist_obj': -371.92462960956163, 'exit_reached': 0.0, 'robot_pos': [16.650054931640625, 429.3896484375, -2.697786808013916]}
{'collision': 9, 'dist_obj': -390.0010375990062, 'exit_reached': 0.0, 'robot_pos': [59.99897384643555, 450.00103759765625, -2.814342737197876]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 1000, 'dist_obj': -389.6499948326638, 'exit_reached': 0.0, 'robot_pos': [60.15656280517578, 449.64996337890625, -3.084325075149536]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 25, 'dist_obj': -350.1536076572302, 'exit_reached': 0.0, 'robot_pos': [17.57349395751953, 407.57379150390625, 0.7853862643241882]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 74, 'dist_obj': -503.4049168812493, 'exit_reached': 0.0, 'robot_pos': [259.294677734375, 522.2749633789062, -0.37157121300697327]}
{'collision': 55, 'dist_obj': -534.5183596669794, 'exit_reached': 0.0, 'robot_pos': [184.16143798828125, 579.8978881835938, 0.815249502658844]}
{'collision': 60, 'dist_obj': -417.5007865008667, 'exit_reached': 0.0, 'robot_pos': [165.905029296875, 463.8453063964844, -0.7947186827659607]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 1000, 'dist_obj': -383.9884311236787, 'exit_reached': 0.0, 'robot_pos': [56.39699935913086, 443.9715270996094, -2.2600862979888916]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 9, 'dist_obj': -390.000061035167, 'exit_reached': 0.0, 'robot_pos': [60.000091552734375, 450.00006103515625, -2.814591646194458]}
{'collision': 38, 'dist_obj': -396.3772122207131, 'exit_reached': 0.0, 'robot_pos': [21.995281219482422, 454.5510559082031, -0.8913615942001343]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 218, 'dist_obj': -395.1802914553069, 'exit_reached': 0.0, 'robot_pos': [89.00631713867188, 454.11431884765625, 0.8440021276473999]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 28, 'dist_obj': -404.32536030733314, 'exit_reached': 0.0, 'robot_pos': [18.89826774597168, 462.2308349609375, -2.2977867126464844]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 32, 'dist_obj': -360.4638176565305, 'exit_reached': 0.0, 'robot_pos': [19.548057556152344, 418.18682861328125, -2.8146021366119385]}
{'collision': 1000, 'dist_obj': -388.9002627651997, 'exit_reached': 0.0, 'robot_pos': [58.165313720703125, 448.89593505859375, -1.8875788450241089]}
{'collision': 46, 'dist_obj': -298.50889423653103, 'exit_reached': 0.0, 'robot_pos': [17.23440933227539, 355.42962646484375, -1.979989767074585]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 761, 'dist_obj': -524.2914613414242, 'exit_reached': 0.0, 'robot_pos': [145.85768127441406, 577.2136840820312, 1.7631826400756836]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977868556976318]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977869749069214]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
