## Generation 0 
{'collision': 12, 'dist_obj': -535.3268610202925, 'exit_reached': 0.0, 'robot_pos': [189.03567504882812, 579.542724609375, 1.2982264757156372]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977869749069214]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 56, 'dist_obj': -533.2464665494505, 'exit_reached': 0.0, 'robot_pos': [185.95462036132812, 578.1575317382812, 1.5853981971740723]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 1000, 'dist_obj': -395.7056822023937, 'exit_reached': 0.0, 'robot_pos': [77.06401062011719, 455.33758544921875, 3.0298900604248047]}
{'collision': 22, 'dist_obj': -400.8118070150212, 'exit_reached': 0.0, 'robot_pos': [71.95475769042969, 460.63348388671875, -0.1314571499824524]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.000003814697266, 450.0, -2.8145999908447266]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 56, 'dist_obj': -536.1339164618155, 'exit_reached': 0.0, 'robot_pos': [190.1080322265625, 580.107177734375, 0.7853693962097168]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 25, 'dist_obj': -349.7964778758467, 'exit_reached': 0.0, 'robot_pos': [18.160886764526367, 407.2852783203125, 0.8199167251586914]}
{'collision': 54, 'dist_obj': -526.6433190150133, 'exit_reached': 0.0, 'robot_pos': [152.44183349609375, 578.4666748046875, 1.6933385133743286]}
{'collision': 75, 'dist_obj': -342.90006338842034, 'exit_reached': 0.0, 'robot_pos': [33.35706329345703, 401.8634338378906, 2.0294764041900635]}
{'collision': 1000, 'dist_obj': -370.1495038856184, 'exit_reached': 0.0, 'robot_pos': [84.5591812133789, 429.3338623046875, 2.7836904525756836]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 828, 'dist_obj': -502.42854028935, 'exit_reached': 0.0, 'robot_pos': [258.7803955078125, 521.4334106445312, 2.6152637004852295]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [59.999996185302734, 450.0, -2.814600706100464]}
{'collision': 25, 'dist_obj': -388.47105931187065, 'exit_reached': 0.0, 'robot_pos': [64.32424926757812, 448.4469909667969, -2.251185894012451]}
{'collision': 1000, 'dist_obj': -437.67828991064954, 'exit_reached': 0.0, 'robot_pos': [108.49982452392578, 494.9828186035156, 0.9961327314376831]}
{'collision': 37, 'dist_obj': -329.5103354694613, 'exit_reached': 0.0, 'robot_pos': [28.666473388671875, 388.0171813964844, 2.2200865745544434]}
{'collision': 9, 'dist_obj': -390.00000000000017, 'exit_reached': 0.0, 'robot_pos': [60.0000114440918, 450.0, -2.81459903717041]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 26, 'dist_obj': -345.9035341937009, 'exit_reached': 0.0, 'robot_pos': [17.729087829589844, 403.31097412109375, 0.921861469745636]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 38, 'dist_obj': -330.92823202640784, 'exit_reached': 0.0, 'robot_pos': [20.22266387939453, 388.5289306640625, -2.9872453212738037]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 141, 'dist_obj': -319.1311751716211, 'exit_reached': 0.0, 'robot_pos': [208.68544006347656, 342.3780212402344, -2.432713747024536]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 58, 'dist_obj': -536.149050816125, 'exit_reached': 0.0, 'robot_pos': [190.15818786621094, 580.1102294921875, 0.38891053199768066]}
{'collision': 25, 'dist_obj': -350.15157411162835, 'exit_reached': 0.0, 'robot_pos': [17.576526641845703, 407.5721130371094, 0.7855710387229919]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 20, 'dist_obj': -400.8706970691403, 'exit_reached': 0.0, 'robot_pos': [65.15226745605469, 460.83758544921875, 0.26868557929992676]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 66, 'dist_obj': -206.35397012654298, 'exit_reached': 0.0, 'robot_pos': [19.027446746826172, 262.24542236328125, -2.014601945877075]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.814601182937622]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 25, 'dist_obj': -350.153353297916, 'exit_reached': 0.0, 'robot_pos': [17.573593139648438, 407.57354736328125, 0.7853966951370239]}
{'collision': 31, 'dist_obj': -393.4924855185586, 'exit_reached': 0.0, 'robot_pos': [18.867298126220703, 451.33673095703125, -2.9750852584838867]}
{'collision': 48, 'dist_obj': -517.9072871294441, 'exit_reached': 0.0, 'robot_pos': [65.60530853271484, 577.876953125, -1.6146018505096436]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 1000, 'dist_obj': -439.3105299253294, 'exit_reached': 0.0, 'robot_pos': [118.44351196289062, 495.4056701660156, 0.38087689876556396]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 33, 'dist_obj': -348.7055772431216, 'exit_reached': 0.0, 'robot_pos': [18.336231231689453, 406.2076110839844, -2.3552746772766113]}
{'collision': 56, 'dist_obj': -536.1407575315272, 'exit_reached': 0.0, 'robot_pos': [190.09742736816406, 580.1168823242188, 0.7855004072189331]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 9, 'dist_obj': -390.00000000000006, 'exit_reached': 0.0, 'robot_pos': [60.00000762939453, 450.0, -2.81459641456604]}
{'collision': 32, 'dist_obj': -355.2535750942136, 'exit_reached': 0.0, 'robot_pos': [18.15802764892578, 412.7808837890625, -2.414602041244507]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 49, 'dist_obj': -521.1110462938045, 'exit_reached': 0.0, 'robot_pos': [20.00966453552246, 579.5743408203125, 2.471057415008545]}
{'collision': 45, 'dist_obj': -263.06971818780744, 'exit_reached': 0.0, 'robot_pos': [66.5009765625, 322.9893798828125, 1.9826650619506836]}
