## Generation 0 
{'collision': 0, 'dist_obj': -393.4152865831998, 'exit_reached': 0.0, 'robot_pos': [86.89138793945312, 452.4951477050781, -0.6485537886619568]}
{'collision': 0, 'dist_obj': -390.00000000000006, 'exit_reached': 0.0, 'robot_pos': [59.99999237060547, 450.0, -2.814600706100464]}
{'collision': 10, 'dist_obj': -390.2993590730956, 'exit_reached': 0.0, 'robot_pos': [20.0384521484375, 448.2481994628906, -3.0977725982666016]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 115, 'dist_obj': -455.7373969669323, 'exit_reached': 0.0, 'robot_pos': [343.34539794921875, 416.9481201171875, -0.8060470223426819]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 17, 'dist_obj': -384.5382488394517, 'exit_reached': 0.0, 'robot_pos': [65.82212829589844, 444.4941711425781, 0.5007836818695068]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 56, 'dist_obj': -530.8940780445279, 'exit_reached': 0.0, 'robot_pos': [175.9990692138672, 578.0663452148438, 1.5739232301712036]}
{'collision': 9, 'dist_obj': -389.9999389648452, 'exit_reached': 0.0, 'robot_pos': [59.99996566772461, 449.99993896484375, -1.8977932929992676]}
{'collision': 9, 'dist_obj': -390.00000000000017, 'exit_reached': 0.0, 'robot_pos': [59.9999885559082, 450.0, -2.814598798751831]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 1000, 'dist_obj': -340.7737843425502, 'exit_reached': 0.0, 'robot_pos': [87.05359649658203, 399.6982116699219, 2.0624160766601562]}
{'collision': 9, 'dist_obj': -389.99810791192607, 'exit_reached': 0.0, 'robot_pos': [60.00117492675781, 449.99810791015625, -2.8141911029815674]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977872133255005]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 55, 'dist_obj': -534.5496956339767, 'exit_reached': 0.0, 'robot_pos': [184.1381378173828, 579.9356689453125, 0.8142979741096497]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 1000, 'dist_obj': -443.24449216201657, 'exit_reached': 0.0, 'robot_pos': [124.58212280273438, 498.51434326171875, -1.7771929502487183]}
{'collision': 649, 'dist_obj': -501.5225654235587, 'exit_reached': 0.0, 'robot_pos': [258.94036865234375, 520.377685546875, -0.41508880257606506]}
{'collision': 48, 'dist_obj': -517.9055664346406, 'exit_reached': 0.0, 'robot_pos': [65.61548614501953, 577.8751220703125, -1.6148121356964111]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 39, 'dist_obj': -486.90943717202947, 'exit_reached': 0.0, 'robot_pos': [18.053316116333008, 545.0992431640625, 2.000070333480835]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 103, 'dist_obj': -433.8066402373939, 'exit_reached': 0.0, 'robot_pos': [321.91729736328125, 405.8143005371094, -0.8142077922821045]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 32, 'dist_obj': -361.6806750892909, 'exit_reached': 0.0, 'robot_pos': [18.672473907470703, 419.311767578125, -2.799090623855591]}
{'collision': 60, 'dist_obj': -535.8268088534695, 'exit_reached': 0.0, 'robot_pos': [212.7816619873047, 573.5836181640625, 0.5429303050041199]}
{'collision': 56, 'dist_obj': -536.1344419146316, 'exit_reached': 0.0, 'robot_pos': [190.10775756835938, 580.1077880859375, 0.7854031324386597]}
{'collision': 1000, 'dist_obj': -443.84078470980984, 'exit_reached': 0.0, 'robot_pos': [110.91130828857422, 500.91119384765625, 0.785337507724762]}
{'collision': 49, 'dist_obj': -520.3116551857798, 'exit_reached': 0.0, 'robot_pos': [17.048702239990234, 578.5358276367188, 2.385357618331909]}
