## Generation 0 
{'collision': 0, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 0, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 10, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 14, 'dist_obj': -386.34225781326035, 'exit_reached': 0.0, 'robot_pos': [61.61130142211914, 446.3388977050781, -0.29778680205345154]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 50, 'dist_obj': -525.2680248800199, 'exit_reached': 0.0, 'robot_pos': [142.4874267578125, 578.750732421875, 1.1854192018508911]}
{'collision': 19, 'dist_obj': -397.23265233151477, 'exit_reached': 0.0, 'robot_pos': [63.434574127197266, 457.2178039550781, 0.26791247725486755]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 16, 'dist_obj': -388.62324629519503, 'exit_reached': 0.0, 'robot_pos': [63.74892044067383, 448.60516357421875, 0.5022134780883789]}
{'collision': 60, 'dist_obj': -538.8857409664837, 'exit_reached': 0.0, 'robot_pos': [211.31442260742188, 577.2057495117188, 0.4012031555175781]}
{'collision': 15, 'dist_obj': -393.3252196204729, 'exit_reached': 0.0, 'robot_pos': [57.67694854736328, 453.318359375, 0.0945327877998352]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 28, 'dist_obj': -430.35722229134007, 'exit_reached': 0.0, 'robot_pos': [19.262725830078125, 488.4248046875, 2.3853964805603027]}
{'collision': 54, 'dist_obj': -528.1804849789296, 'exit_reached': 0.0, 'robot_pos': [153.0498809814453, 579.9195556640625, 1.5853993892669678]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
