## Generation 0 
{'collision': 0, 'dist_obj': -363.16276538667347, 'exit_reached': 0.0, 'robot_pos': [23.355640411376953, 421.30926513671875, -0.998238205909729]}
{'collision': 0, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 10, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 1000, 'dist_obj': -403.5612040950107, 'exit_reached': 0.0, 'robot_pos': [56.545352935791016, 463.5464172363281, 2.855593681335449]}
{'collision': 99, 'dist_obj': -306.9474967111499, 'exit_reached': 0.0, 'robot_pos': [193.2168426513672, 336.53216552734375, -2.410385847091675]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 25, 'dist_obj': -350.1533519112904, 'exit_reached': 0.0, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 55, 'dist_obj': -522.9060487338099, 'exit_reached': 0.0, 'robot_pos': [125.50031280517578, 578.7874755859375, 1.9937340021133423]}
{'collision': 16, 'dist_obj': -388.6205464420282, 'exit_reached': 0.0, 'robot_pos': [63.750587463378906, 448.6024475097656, 0.5019083023071289]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977879285812378]}
{'collision': 56, 'dist_obj': -536.1227424059447, 'exit_reached': 0.0, 'robot_pos': [190.11956787109375, 580.0927734375, 0.7851478457450867]}
{'collision': 25, 'dist_obj': -350.3233675094315, 'exit_reached': 0.0, 'robot_pos': [17.493288040161133, 407.7350158691406, 0.7758942246437073]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 56, 'dist_obj': -536.1344456175963, 'exit_reached': 0.0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 1000, 'dist_obj': -515.1074908742751, 'exit_reached': 0.0, 'robot_pos': [168.689453125, 563.510009765625, -2.65962815284729]}
{'collision': 25, 'dist_obj': -350.1532615134513, 'exit_reached': 0.0, 'robot_pos': [17.573850631713867, 407.573486328125, 0.7854130864143372]}
{'collision': 25, 'dist_obj': -350.14063885102, 'exit_reached': 0.0, 'robot_pos': [17.59427833557129, 407.5632629394531, 0.7866171002388]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 9, 'dist_obj': -389.99914550784234, 'exit_reached': 0.0, 'robot_pos': [59.999847412109375, 449.9991455078125, 1.1854802370071411]}
{'collision': 9, 'dist_obj': -390.0, 'exit_reached': 0.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
